,0
250,888810.9902778637
251,508948.6951526763
252,897863.1367844645
253,1386257.5973387598
254,624740.3183363902
255,76468.47304337285
256,438246.64269484323
257,1054451.1588247428
258,493169.27912668185
259,631137.836135237
260,651220.1701868506
261,303530.85601731867
262,827121.0345495698
263,797782.6006063191
264,451579.7872243989
265,357547.3115501987
266,719230.7760818365
267,616581.2430925381
268,542108.9832221472
269,1754145.9725090698
270,753954.3416127437
271,515951.9225930753
272,762582.7404519098
273,571712.9775762128
274,770192.5851981312
275,271043.82695234974
276,1010729.6698807582
277,613715.4088178154
278,267021.11679106345
279,553942.5250648825
280,547133.6577951283
281,431223.56435800006
282,654666.2538230977
283,257418.30003266246
284,203868.2132446525
285,389035.52239717473
286,414004.3853998933
287,393652.2317931539
288,1312161.2724240012
289,406110.0067105213
290,307740.7602019184
291,491393.86723853345
292,401567.8320448161
293,473992.6708988411
294,903141.0227195976
295,962784.4330282273
296,521238.9220202655
297,249472.30337093543
298,835534.6932388678
299,794465.1497279605
300,38116.58249381097
301,207230.6512289018
302,950138.6991077372
303,1237395.8166267448
304,619633.0196470513
305,830754.0388729203
306,270600.732472704
307,878400.0126235584
308,347340.64057644235
309,552368.5638606932
310,-51040.03283199665
311,297701.14867494546
312,130394.24162537989
313,349765.8156224884
314,246912.9580206842
315,505942.6105567656
316,607299.1208623092
317,202919.35329931026
318,745811.7252918836
319,1944122.2132612504
320,463587.172615109
321,434284.33132848586
322,64626.7648829415
323,429690.25232961494
324,885986.5949761051
325,861072.468117739
326,755602.8718911799
327,514126.4031962089
328,1351053.5220181597
329,68772.46224346122
330,317563.5087858343
331,174481.95906308945
332,568241.6555650012
333,597815.9501359377
334,449763.1183053269
335,279591.475600654
336,-61958.50732443202
337,746748.7410657338
338,548797.0448803765
339,354471.95682779746
340,381985.6760973466
341,619332.371545427
342,858103.8090068841
343,700927.432418459
344,269856.40159375547
345,166523.57979071297
346,67098.42350748379
347,727332.9182677678
348,405666.0550106205
349,290206.19431453594
350,427809.6738346026
351,389133.4262268732
352,1072276.4042874933
353,342843.6142349995
354,211103.8168168381
355,562714.0269862413
356,304890.8418809193
357,639049.6933747487
358,-334757.32354988606
359,565151.365101213
360,1348267.084830217
361,88136.86552341166
362,-32957.32487009518
363,119636.48920260102
364,348807.1471750933
365,444192.00385842915
366,254935.0305202591
367,304335.45713270665
368,57599.77341560327
369,881114.44377243
370,1266553.5026422823
371,849288.4148333237
372,475703.92319314706
373,482219.1791576523
374,1394523.3501046053
375,134780.83911739296
376,287752.2557128752
377,902848.2531436608
378,746728.7683624174
379,355320.01038889354
380,753289.6131156452
381,695117.810722308
382,356108.8136539336
383,680816.6282105237
384,661805.4988283095
385,1148738.1856374694
386,358742.9624091935
387,837860.5986118737
388,521739.219670365
389,492412.119680651
390,183545.73976346652
391,960112.3400234877
392,149028.49544292048
393,447054.14323783247
394,-196960.18073492585
395,403724.7555120443
396,20582.286597414408
397,934029.7041715783
398,617277.9774855158
399,657487.6592091838
400,111186.9213615174
401,1326843.9870984391
402,712522.5962446902
403,68933.16408289643
404,512628.75206163444
405,1574415.539801835
406,1059242.6985570947
407,-36641.702656718204
408,249951.26679854427
409,962431.3793814761
410,702340.8436053082
411,91306.16863133368
412,241561.96974299784
413,103651.80837761803
414,561182.8702813782
415,470306.2328275865
416,440082.214065684
417,136308.28567479074
418,474176.66958001244
419,540631.7694397288
420,268840.41894994397
421,100865.30177559698
422,234126.96124590858
423,527367.2953789437
424,190034.2153292839
425,748232.098674879
426,337898.47932291846
427,547305.1084091851
428,798606.1642892831
429,113468.11203056225
430,387934.5488363779
431,595601.60813013
432,836712.9580912114
433,178519.72690023243
434,458725.01631196577
435,856407.6093743403
436,72594.14977076958
437,579234.8472807904
438,1423298.8159476677
439,487440.2845253865
440,539652.3055842207
441,537329.1033871503
442,778368.8236436404
443,470500.6858956872
444,1412505.758442277
445,665093.6408575524
446,368168.6809630963
447,424579.92820182757
448,1378365.4976851721
449,586943.155308553
450,316374.33345393534
451,538654.3207667154
452,92084.1503455881
453,519618.5987983815
454,539260.3418256469
455,696648.094907565
456,195451.40052651946
457,163424.15159600117
458,181498.25511187798
459,636342.3180469794
460,258687.62166955625
461,472910.0740965224
462,296915.8737625922
463,254323.92605696036
464,144172.97124576883
465,499658.04981628025
466,364551.0043879518
467,568761.5260777427
468,172150.8754957011
469,445938.6262145261
470,282501.3414372663
471,362391.42793643463
472,327697.5768807294
473,365931.7185245836
474,215241.3598588336
475,475636.5177765251
476,492381.3050637463
477,213791.38778813806
478,298861.30359968764
479,391658.67407005595
480,284273.8841761765
481,425074.71885006
482,475789.37700689386
483,417252.99669195863
484,285980.4577694411
485,395133.06504915317
486,566424.5581316762
487,456388.88238724216
488,298586.6909163891
489,361652.8033300104
490,1141513.527188789
491,513712.12043667317
492,87509.96659666533
493,502026.59442831867
494,91351.35592673882
495,979428.4773616301
496,449618.27217568166
497,987039.030022147
498,344642.32226213405
499,601590.0318806418
500,818690.832132605
501,777389.1543533365
502,773700.1442664107
503,195966.23751953797
504,675559.6288304491
505,551063.0827208528
506,605401.6016389888
507,433750.2874809324
508,1117449.92220172
509,333544.24352144264
510,863996.6615348138
511,1074552.148821894
512,743265.9697794075
513,318848.1828291379
514,1276412.9717728826
515,655346.2466661739
516,511668.80729707086
517,494786.4448931855
518,433418.0688310603
519,489935.06405073556
520,206967.77975237544
521,44059.511785307375
522,1319564.0862848223
523,979874.3083689857
524,712081.6649632761
525,330875.8702578058
526,665711.7120025331
527,439529.9254883167
528,641657.5693083757
529,316135.9553066043
530,274711.2766549606
531,191663.55676505185
532,441180.669786575
533,1033570.3956014864
534,736655.8803563857
535,751003.4465837489
536,271377.3193058162
537,834011.8537767612
538,1136384.9229065296
539,379957.7448119789
540,121977.61541772645
541,906517.5407561745
542,1108806.5852522887
543,152759.66325377737
544,1130451.4701901353
545,546272.3280351332
546,148871.66926686658
547,478549.55092512607
548,405419.4906228408
549,225760.25375514082
550,1144924.4561617146
551,460316.69783777173
552,423723.10516267724
553,219006.1725040581
554,481000.0243582156
555,221233.32409171225
556,810023.6796624713
557,433788.40537670034
558,278758.0448989918
559,349428.30014053907
560,277929.3505412283
561,200151.3305026951
562,1510281.3136038296
563,359933.6472502077
564,211465.30486496183
565,805740.1515800877
566,185169.25892982102
567,695271.0400582517
568,247799.1056685188
569,593988.7794066321
570,445119.3625288459
571,227137.12240029313
572,354044.07501060236
573,640749.8267979765
574,751580.6440444974
575,-80318.09276401036
576,1181311.9076695228
577,461818.6075267242
578,634575.2412229805
579,155490.29052469612
580,452445.0240770867
581,608189.0751354467
582,254746.7588467428
583,784036.4431688212
584,682528.1932144731
585,158830.37153722526
586,271655.22002678004
587,331026.5697951154
588,378350.0686448581
589,532171.5475832473
590,536650.2265915481
591,-185775.9912564501
592,500503.5891541067
593,-21687.179793601565
594,705714.2078935566
595,186295.18827794457
596,772023.3370665829
597,429198.96944124566
598,316028.7338299013
599,386680.31890775834
600,662688.621184361
601,535111.3557426719
602,462699.51558732276
603,679517.9897324792
604,657558.7118527853
605,114557.10950325424
606,687110.1507429134
607,542197.0554037343
608,683444.4671914906
609,917774.2148354711
610,518403.8190123555
611,167635.6846374158
612,599722.7832832839
613,1564410.7099918532
614,115015.91916711186
615,775125.4055786348
616,783424.9008510347
617,325933.48180350533
618,394808.91469661193
619,835482.2657321059
620,718606.340419338
621,470539.2132350354
622,352198.59942723694
623,593530.9552769437
624,390454.2245185863
625,394254.17002641095
626,134154.10439655767
627,367787.54753275146
628,343189.2070367731
629,696732.5605508938
630,342588.9986525356
631,828009.8976998342
632,233329.94456538634
633,669505.7617612308
634,412963.57812848454
635,445633.5743587129
636,572024.8640555722
637,230854.41519493237
638,96747.85064328904
639,425997.1105635194
640,119497.61549466557
641,438918.0517163776
642,653488.5994276747
643,1057984.5316119539
644,-181019.19312160855
645,394415.845851045
646,409682.06021279376
647,472158.7744864458
648,402984.1457616921
649,254152.1150571697
650,1315897.0119537888
651,358101.5327208191
652,1438914.6929128482
653,260740.86476017954
654,615159.0805342894
655,454287.8029930695
656,218516.38379806903
657,317049.77949821006
658,925368.486245324
659,572113.8283800255
660,616539.7340140837
661,1053479.3644035244
662,334051.5070629498
663,498591.4836078129
664,520535.3918094119
665,1496383.5883226502
666,366670.3276122471
667,362508.132061232
668,552264.4720758994
669,548675.4334919336
670,537516.0609617105
671,373440.08681421226
672,1677528.102255782
673,267811.3433680822
674,370531.6137680531
675,520274.3369561429
676,948223.3826646073
677,732784.7370163813
678,315799.20167148265
679,783447.9134502155
680,264862.7028133978
681,255534.96951389505
682,434055.94226270926
683,878966.304587671
684,480533.2810749989
685,276789.66995103564
686,662394.6235863019
687,762354.0630439451
688,790702.7090030593
689,913254.6870779154
690,520762.80459762143
691,911875.6506778238
692,449555.5741633079
693,802030.3937933736
694,392387.4943743242
695,934175.9238929538
696,278544.73560984357
697,198696.56262083742
698,336342.98154916975
699,741540.7828554952
700,490269.96844715276
701,468487.6923413818
702,644807.7794069241
703,600592.0122222524
704,589656.4144087967
705,404141.8569110305
706,393543.86063803954
707,519146.0811762215
708,283277.0837577088
709,152647.7272543754
710,358431.4821358351
711,-113380.59264268828
712,355423.0283062407
713,650285.227581196
714,302439.5859114252
715,476700.32466012903
716,301927.82996325276
717,1362804.8556238739
718,344956.742097139
719,547751.3645526877
720,99841.1098363339
721,479339.99783314264
722,71876.14654926595
723,502628.8241319965
724,624834.9684402224
725,488597.7902170728
726,338755.06991305435
727,550936.8812918672
728,341553.1225908295
729,426920.80080298067
730,444256.81127185083
731,1257039.1301771505
732,136895.61553471343
733,459781.0343918771
734,518119.8859005078
735,835473.4839577264
736,1604402.321661334
737,1203157.998386546
738,243579.48121464037
739,300593.79505069414
740,550655.8756975243
741,696308.6128578294
742,939917.0658922164
743,272316.805879427
744,475785.7334144729
745,179786.56512511312
746,758112.7890827423
747,712442.0133754865
748,106048.8108523998
749,278417.54334079433
750,680127.9615395967
751,433726.22989044804
752,928619.3808699705
753,298446.0421844205
754,1104113.5870948494
755,335903.5607308857
756,100274.41883953416
757,474743.54807921045
758,407924.20906605525
759,325309.3696685968
760,393290.28013451037
761,622128.2715584143
762,859811.0888725229
763,823985.4694028952
764,300286.3762854509
765,-5672.977312875359
766,466238.88659789495
767,294431.51644432393
768,475003.84495487297
769,471478.53192360967
770,660930.0150901872
771,1030805.6162817768
772,1258671.2641585665
773,383904.40111490723
774,613834.3447522641
775,870842.5747288173
776,642083.7958038589
777,645879.7792174212
778,661408.3519485047
779,664285.2215997279
780,132789.26192997373
781,965966.147940182
782,746993.9108458768
783,798770.970061139
784,277145.7976618174
785,486327.3786413147
786,305649.1771267286
787,120532.64948538278
788,497339.52145801065
789,939234.541808409
790,3185.619389404659
791,431057.95693182014
792,657933.0375371393
793,249586.78811082465
794,896398.34675382
795,342489.3560633488
796,603398.1468511085
797,450495.8914650349
798,713507.73940069
799,211678.60084433947
800,1768171.485325961
801,474852.4070349004
802,1515702.5657756291
803,385780.70959059964
804,502044.00626303686
805,377108.3130418364
806,798158.3316721496
807,767107.2692630606
808,227078.96104380232
809,170529.09545093053
810,675670.2490071913
811,234232.22835589113
812,454507.7211030279
813,346626.45375299663
814,957746.75007023
815,394345.8842700006
816,388296.0842072405
817,962220.7865357058
818,29916.127971071284
819,1142746.018776061
820,925040.1499158466
821,747432.4052375831
822,1526517.423076585
823,5489.985827049153
824,890101.0869434892
825,1018771.6542286462
826,584312.4687987171
827,285303.31805023254
828,431033.9651858499
829,9622.561195169837
830,572272.275590245
831,972760.4894260353
832,133231.62257741851
833,571985.3778824579
834,319967.42190542864
835,711751.4109419824
836,366569.2913555355
837,645308.358832749
838,231659.50042309274
839,1074297.4379094397
840,346360.92305287847
841,250627.10871580645
842,715096.9775424307
843,430527.86482055485
844,1121990.2895463402
845,255471.19992808788
846,137302.7575310205
847,571157.8865499995
848,649079.0667512484
849,2772228.590637216
850,457814.4612726356
851,96377.54033245612
852,419214.77056915197
853,674283.0662115645
854,397678.1192709628
855,120127.37562366424
856,383800.2609468412
857,1070095.6511849891
858,512462.26435614773
859,446729.09571457515
860,939268.868346613
861,331758.9893578412
862,296604.00814181974
863,121429.2339272435
864,1331967.314485421
865,661371.5569817516
866,575151.4073125036
867,249218.10166920692
868,71574.07273116964
869,546302.1552481889
870,326570.2037567032
871,196695.49934427836
872,636454.6614459265
873,746931.6547312972
874,542377.2237617754
875,732001.2795845306
876,101475.88806094049
877,556997.3781858895
878,553736.7989212825
879,385340.996911658
880,459064.74154944136
881,-30972.492421592557
882,814984.6287336868
883,302969.5416399434
884,257124.34790736192
885,183670.0908676237
886,1244138.562720884
887,586520.9061970843
888,397201.4609783004
889,312947.5368329593
890,510436.3174315827
891,366350.35355423135
892,569531.3668112146
893,674062.3001106855
894,559496.3796062658
895,493177.635311618
896,414876.5721949326
897,-95302.35968438559
898,764170.8095496034
899,259755.49177130876
900,347515.1750567367
901,702047.1892689308
902,349265.09320096683
903,182846.46955402376
904,901176.7513766651
905,112134.20007952367
906,729879.315884279
907,193365.81781630334
908,586027.232116187
909,732102.7187379492
910,285173.8289047272
911,377037.80640071747
912,870753.4542226346
913,528744.8064212024
914,381658.6453816863
915,437418.19682269974
916,363815.8903247197
917,153938.342660452
918,308571.37879588327
919,217384.3782961546
920,612924.8408760247
921,832741.430849753
922,863887.4808982307
923,255005.83978260023
924,442289.5429564442
925,270412.78774413554
926,328760.0530877841
927,979573.4654785112
928,367682.6700496718
929,595255.4387253406
930,314605.70418560563
931,518260.24909479835
932,405183.7656340728
933,164593.07761777262
934,466150.2712789149
935,180170.72194537788
936,642326.9541941633
937,271245.0927593626
938,655805.2414860475
939,390226.74350306264
940,531435.5269975628
941,669865.2523409459
942,586335.9534359436
943,763511.8379103555
944,586156.939577408
945,1188598.3754591686
946,497366.4060861999
947,706112.4622254071
948,699371.8720939736
949,357454.09192958905
950,1448808.136518458
951,446276.22331888496
952,524856.7531837632
953,717131.7598986301
954,1128751.4269227628
955,176715.1812944694
956,780803.25101204
957,184685.46444400452
958,526421.3756249591
959,691587.6314014225
960,294777.33985984663
961,863616.4927407344
962,496367.22426836914
963,299291.0389066214
964,1328226.2004558789
965,218417.44627009652
966,1574221.128943561
967,336556.56253741134
968,653966.3240151588
969,472324.65859108476
970,201379.19193929597
971,415601.47528560297
972,205182.91227680206
973,395198.8790685368
974,134145.7839019043
975,1224483.9234735174
976,616174.6634950755
977,-85074.01211385406
978,341368.29790599854
979,282150.36905919324
980,1220753.8422819078
981,269092.10849480866
982,510071.18456865824
983,410706.8491420114
984,834525.1852497003
985,63007.208484770556
986,486021.9721400266
987,615167.3349386448
988,237244.8055078758
989,290551.74828119087
990,666213.8465597574
991,862770.9012850652
992,205212.6013090788
993,615889.6917399417
994,738796.3400958286
995,519436.51179563696
996,358283.299071452
997,1602207.1046920451
998,837197.6012162586
999,820240.3782629789
1000,218523.67092681222
1001,538249.5544043154
1002,398982.5428721757
1003,641048.7386511347
1004,1107297.8705036119
1005,136204.67922911193
1006,690393.682984514
1007,804829.0832803885
1008,449801.16062560247
1009,323964.257486732
1010,1447174.524148101
1011,724761.2281763259
1012,-27582.862905311107
1013,219860.80611925997
1014,1053469.9480493483
1015,732567.1792595246
1016,611145.2816667998
1017,578953.0653168563
1018,1345193.2472072826
1019,315906.887326061
1020,546863.4267764179
1021,556435.1900727238
1022,68503.74197497527
1023,509588.2985148949
1024,511057.85314162937
1025,504455.48970152333
1026,556557.2190518698
1027,664110.1856716514
1028,372414.1459794402
1029,509342.7730016998
1030,489977.77503581555
1031,-200340.5019789901
1032,447181.8458869861
1033,88613.46075563843
1034,432205.8877379495
1035,810980.7693340954
1036,700056.963287922
1037,405835.00791766343
1038,305191.41814284003
1039,365279.92560319114
1040,308559.0085422052
1041,651008.1632775514
1042,1193645.6474497458
1043,814386.9143380033
1044,1142460.5953103784
1045,1117910.6296900972
1046,589062.6855780032
1047,488521.64998068975
1048,144814.94032393885
1049,1483687.3999975082
1050,162129.82237460418
1051,631181.9452971835
1052,411150.2495814137
1053,769879.6318884746
1054,628336.5911200587
1055,1119480.371757931
1056,1470007.1863707593
1057,764808.0803474038
1058,343409.8269219344
1059,260817.81060159765
1060,605036.223146712
1061,1050133.9359758901
1062,741320.3697040157
1063,776711.5142608746
1064,207120.4154332967
1065,859121.8324825062
1066,792162.2174702827
1067,833603.4529281188
1068,1790928.2986326818
1069,641323.7344335016
1070,333550.06567829836
1071,493158.6619334606
1072,347659.5555645438
1073,165620.8765936746
1074,359724.69437874784
1075,651504.2226451224
1076,4598.648224326491
1077,550456.223435511
1078,355635.44808084355
1079,453732.02352720196
1080,378021.84848080645
1081,833557.5025544068
1082,152280.2601119579
1083,14905.32618603768
1084,421299.4628480739
1085,251586.60193266993
1086,506092.7172406436
1087,1560945.2364913197
1088,896717.5274015703
1089,1070982.7425885443
1090,586937.6440119649
1091,347929.86665770586
1092,16309.787160852633
1093,621842.7558425447
1094,585820.9632586107
1095,664731.1193444654
1096,384247.4990386423
1097,624399.2503517697
1098,334100.18631918775
1099,258039.20707847603
1100,427788.85194619384
1101,502124.03942015325
1102,643096.477856652
1103,303640.01610226324
1104,480708.48474509106
1105,542298.4120554008
1106,102803.23115500639
1107,454855.55392374506
1108,105143.19264149643
1109,503114.285408141
1110,1110821.7109075305
1111,567218.0181604895
1112,369889.5642714979
1113,755492.966439268
1114,324938.86320269504
1115,209233.882701554
1116,75827.84761289874
1117,1220287.2366165984
1118,218902.06783120602
1119,435507.21791553753
1120,232809.7682301863
1121,1153154.1526069865
1122,537482.3385784011
1123,654473.9385974174
1124,523013.9552358353
1125,414378.44407378044
1126,408566.6845316385
1127,453992.7916729278
1128,200935.06091075635
1129,459497.62024502363
1130,545974.5865656057
1131,1069306.9630536702
1132,365232.48505496664
1133,600182.5367886698
1134,494684.99840364605
1135,618079.483041488
1136,588338.5162160523
1137,1350675.5283511416
1138,712034.0115713022
1139,903573.3686929544
1140,376899.72870881367
1141,-27062.418344679434
1142,306376.16791124863
1143,411025.46547957545
1144,1150914.2215252765
1145,842743.8339799325
1146,663401.4018435217
1147,279471.558272992
1148,477447.27721162396
1149,396997.1967786434
1150,539704.4935373722
1151,1060946.399902457
1152,1702377.2623792952
1153,185724.80336975382
1154,490013.0887195106
1155,267683.1861358437
1156,641271.4938697863
1157,626319.7044845315
1158,911633.3322317201
1159,446355.2601310712
1160,527669.7767981839
1161,625954.5711143294
1162,475513.1023856029
1163,302542.2978609073
1164,876159.3133739758
1165,898416.7904222977
1166,1170689.003080911
1167,326520.8698344879
1168,430444.67296792765
1169,1146367.3395170067
1170,221045.01778531482
1171,414893.1709843938
1172,102931.44151618151
1173,583030.5775119128
1174,718714.0392026562
1175,292693.46768021246
1176,1758636.687159542
1177,427894.6086466027
1178,690388.6002329247
1179,439554.4901317336
1180,490656.7894066853
1181,662393.6877617167
1182,293508.9945121218
1183,1203984.243087274
1184,500819.4161416114
1185,699599.6562612043
1186,553401.7324059914
1187,459612.87937837176
1188,560380.8866194371
1189,709526.1080005987
1190,367947.29892982903
1191,203234.91399168049
1192,785758.9410812345
1193,515223.4630203489
1194,541161.2313136847
1195,693862.1555360896
1196,128336.04538483766
1197,533731.5601365269
1198,628419.5578922735
1199,852061.5715533801
1200,323209.34756709693
1201,584489.3613487065
1202,204830.60953151848
1203,1244964.5474142493
1204,1105808.6497032638
1205,359086.25971928344
1206,737805.8544475134
1207,1143954.7111137095
1208,345270.09730448143
1209,238802.61907290248
1210,598573.8794689793
1211,448809.7062234412
1212,144567.90430089826
1213,91711.93649301986
1214,1257589.1589419246
1215,369788.2427933139
1216,766866.6780037265
1217,686989.9166882989
1218,1106823.0881421617
1219,236507.38292165834
1220,812448.5603549511
1221,948768.1046234438
1222,400873.01356077776
1223,342792.25780872314
1224,355359.4209680656
1225,257310.432657782
1226,374650.46980833635
1227,192579.10451529623
1228,129995.21932978038
1229,1152023.7610873207
1230,491470.57610363397
1231,817710.4382436111
1232,954751.6914440253
1233,933309.0914673159
1234,433812.102714504
1235,796432.925265833
1236,231021.3239254225
1237,460772.16712934757
1238,806644.1973599348
1239,252024.27332577092
1240,351032.56374520203
1241,328724.0266552081
1242,708723.7208348888
1243,550533.6375531777
1244,1034244.9521929437
1245,95231.22020045848
1246,733161.2617706958
1247,742826.5321580364
1248,369971.80358372873
1249,483872.52929488313
1250,618918.0200489676
1251,567666.8958436055
1252,571844.9359579294
1253,317003.17756683484
1254,1333313.2265981762
1255,284614.12089105183
1256,819242.1716432435
1257,342000.0259920587
1258,595493.4422968918
1259,365708.3281399477
1260,1220188.0066983472
1261,806949.8307079328
1262,788702.9538827095
1263,574482.1882553777
1264,719264.2625095628
1265,1157259.6381247025
1266,974687.7396660895
1267,908861.9191090708
1268,692538.4149426064
1269,98163.12124386884
1270,178036.23462560278
1271,282296.8305869743
1272,935247.3473610865
1273,396803.3106380212
1274,1217359.872144877
1275,518823.05783827207
1276,1069283.402349031
1277,352257.68148717715
1278,106335.98073257506
1279,685895.9963350702
1280,46174.06071985664
1281,270217.30779136164
1282,1784784.824320842
1283,607616.3799287371
1284,749930.5256617431
1285,317973.3300237489
1286,600976.5337635904
1287,594205.3560402256
1288,423223.7482084329
1289,690068.5532987051
1290,289920.5842385533
1291,563555.4425518279
1292,301067.320844793
1293,542960.678962972
1294,875562.3175412497
1295,537032.1716112333
1296,602796.4548945208
1297,171667.58814171556
1298,-160757.65681354154
1299,831862.6410440678
1300,637687.5684777332
1301,332369.70026567427
1302,263104.6827237745
1303,158611.1662246391
1304,1351542.634955132
1305,435601.14691477653
1306,822246.7528343069
1307,523509.6923745695
1308,44980.04577074433
1309,110393.58536609606
1310,487030.0043868037
1311,455858.6693977461
1312,324861.7119167773
1313,566070.7045224973
1314,586978.6902935291
1315,346783.7005270148
1316,545244.2896277253
1317,272806.21035451756
1318,526303.8812533735
1319,326855.243539362
1320,490053.1578013726
1321,236708.3714960828
1322,744571.9755647437
1323,476437.8191429144
1324,905308.8532537814
1325,370089.2727919766
1326,511939.010741313
1327,589065.5996123301
1328,458475.07135427126
1329,361753.2723533673
1330,869043.1899641879
1331,459779.0038161228
1332,1107370.6209931555
1333,376274.85883749207
1334,340905.09106840775
1335,-134768.9910523412
1336,629785.9783570709
1337,691103.4611599933
1338,148497.66937491845
1339,735604.4945603643
1340,270574.47040605836
1341,199448.02854426508
1342,755960.525558821
1343,101887.94487859186
1344,660554.5641384652
1345,150961.28389414784
1346,518381.1622230471
1347,314940.34841301595
1348,118654.42332471494
1349,1609262.0807877202
1350,249151.07434981945
1351,304632.67304794095
1352,823043.5651570162
1353,378356.67128807434
1354,444416.5055403763
1355,609662.4074439193
1356,1136427.3378012432
1357,461834.4139325905
1358,1290694.929522804
